tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,phuong_xa,loai_bds,loai_gd,url,nguon,so_phong_ngu,gia_vnd,dien_tich_m2,ngay_dang,phap_ly,id_nguon,lat,lon
"Bán nhà 112 Trần Quốc Thảo, Quận 3, dt: 4,3x30m nở hậu đều 5,3m 4 tầng cho thuê 100tr/th",44 tỷ,150 m²,"Đường Trần Quốc Thảo, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Xuân Hòa,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-112-tran-quoc-thao-quan-3-dt-4-3x30m-no-hau-deu-5-3m-4-tang-cho-thue-100tr-th-18415033.html,alonhadat,10,44000000000,150,2026-06-07,,18415033,,
BÁN GẤP NHÀ MT VÕ THỊ SÁU PHƯỜNG 7 QUẬN 3 GIÁ 42 TỶ,42 tỷ,68 m²,"Đường Võ Thị Sáu, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-gap-nha-mt-vo-thi-sau-phuong-7-quan-3-gia-42-ty-18757382.html,alonhadat,6,42000000000,68,2026-06-07,,18757382,,
"Nhà Mặt Tiền Trần Quốc Thảo, Q3 = 5 x 22m, - HĐ thuê 800tr - Bán chỉ hơn 20 tỷ xíu",26 tỷ,70 m²,"Đường Trần Quốc Thảo, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Xuân Hòa,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mt-tran-quoc-thao-q3-5-x-22m-hd-thue-800tr-nam-ban-chi-hon-20-ty-xiu-17659460.html,alonhadat,4,26000000000,70,2026-06-07,,17659460,,
"Bán nhà mặt tiền đường Sư Thiện Chiếu, Q3, 8.6x30m, Giá 75 tỷ",75 tỷ,252 m²,"Đường Sư Thiện Chiếu, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-duong-su-thien-chieu-q3-8-6x30m-gia-75-ty-16142288.html,alonhadat,2,75000000000,252,2026-06-07,,16142288,,
"Bán Gấp Nhà 6 Lầu hẻm 10m đường Cách Mạng Tháng 8, Quận 3, 7x22m, HĐT 100 triệu, Chỉ 32 Tỷ",32 tỷ,154 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/giam-gia-ban-nha-6-tang-2-mat-tien-hem-xe-tai-cach-mang-thang-tam-quan-3-7x20m-34-5-ty-16537518.html,alonhadat,10,32000000000,154,2026-06-07,,16537518,,
Siêu hiếm căn góc 2 MT Cách Mạng Tháng Tám-Quận 3-10x25m-XD Hầm 6 tầng-HDT 250triệu- 45ty,45 tỷ,250 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/sieu-hiem-can-goc-2-mt-cach-mang-thang-tam-quan-3-10x25m-xd-ham-6-tang-hdt-250trieu-45ty-17815335.html,alonhadat,6,45000000000,250,2026-06-07,,17815335,,
Hẻm 1074 đường Trường Sa (3 tầng DT: 6mx11m). Giá 12 tỷ,12 tỷ,61 m²,"Đường Trường Sa, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 12,Đất,ban,https://alonhadat.com.vn/hem-1076-truong-sa-3-tang-dt-6mx11m-gia-12-5-ty-17707719.html,alonhadat,4,12000000000,61,2026-06-07,,17707719,,
"SIÊU PHẨM CĂN GÓC 2 MẶT TIỀN CÁCH MẠNG THÁNG 8-7,5 X 25-HĐT: 154 TRIỆU/THÁNG-GIÁ:45 TỶ TL",45 tỷ,150 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 10,Đất,ban,https://alonhadat.com.vn/sieu-pham-can-goc-2-mat-tien-cach-mang-thang-8-7-5-x-25-hdt-154-trieu-thang-gia-45-ty-tl-18708745.html,alonhadat,4,45000000000,150,2026-06-07,,18708745,,
Mặt tiền thương hiệu 5 tầng-Thang máy-Mới 100%-DT: 7x14m-Giá bán: 32 tỷ -Vị trí đẹp !,32 tỷ,450 m²,"Đường Đỗ Thị Lời, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 11,Đất,ban,https://alonhadat.com.vn/mat-tien-thuong-hieu-5-tang-thang-may-moi-100-dt-7x14m-gia-ban-32-ty-vi-tri-dep--18557442.html,alonhadat,8,32000000000,450,2026-06-07,,18557442,,
Góc 4MT - Trục liên quận Lê Văn Sỹ ! 17x26m | 3 Tầng | HĐT: 400tr/tháng | Gía 270 tỷ |,270 tỷ,450 m²,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 14,Đất,ban,https://alonhadat.com.vn/goc-4mt-truc-lien-quan-le-van-sy-17x26m-3-tang-hdt-400tr-thang-gia-270-ty--18755490.html,alonhadat,3,270000000000,450,2026-06-07,,18755490,,
"GÓC 2 MẶT TIỀN CMT8 – ĐỐI DIỆN CHỢ HÒA HƯNG, DÒNG TIỀN 140 TRIỆU/THÁNG Cơ hội sở hữu cụm",100 tỷ,247 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 9,Đất,ban,https://alonhadat.com.vn/goc-2-mat-tien-cmt8-doi-dien-cho-hoa-hung-dong-tien-140-trieu-thang-co-hoi-so-huu-cum-18758087.html,alonhadat,2,100000000000,247,2026-06-07,,18758087,,
"SIÊU PHẨM Hầm 4 Lầu góc 2MT Lý Chính Thắng - Trần Quốc Thảo, 14x28m,HĐT 420 triệu, 329 Tỷ",329 tỷ,415 m²,"Đường Trần Quốc Thảo, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/ban-nha-ham-4-lau-goc-2mt-ly-chinh-thang-tran-quoc-thao-14x28m-hdt-420-trieu-330-ty-16132250.html,alonhadat,6,329000000000,415,2026-06-07,,16132250,,
"Bán Building Trần Quốc Toản, P. Võ Thị Sáu, Quận 3, Dt(5x17 nở hậu 9) - Hầm 6 tầng - 57Tỷ",57 tỷ,126 m²,"Đường Trần Quốc Toản, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/ban-building-tran-quoc-toan-p-vo-thi-sau-quan-3-dt-5x17-no-hau-9-ham-6-tang-57ty-17091216.html,alonhadat,6,57000000000,126,2026-06-07,,17091216,,
SIÊU PHẨM CHDV QUẬN 3 - THU NHẬP 110 TR/THÁNG - MẶT TIỀN NGANG 6.5M HIẾM CÓ,"31,9 tỷ",106 m²,"Đường Điện Biên Phủ, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Đất,ban,https://alonhadat.com.vn/sieu-pham-chdv-quan-3-thu-nhap-110-tr-thang-mat-tien-ngang-6-5m-hiem-co-18717243.html,alonhadat,19,31900000000,106,2026-06-07,,18717243,,
SIÊU PHẨM MẶT TIỀN NGÔ THỜI NHIỆM - QUẬN 3 - HÀNG CỰC KHAN HIẾM,75 tỷ,144 m²,"Đường Ngô Thời Nhiệm, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/sieu-pham-mat-tien-ngo-thoi-nhiem-quan-3-hang-cuc-khan-hiem-18754162.html,alonhadat,5,75000000000,144,2026-06-07,,18754162,,
"MT Lê Quý Đôn, P.6, Quận 3 - 11mx23m - 3 tầng - HĐ thuê 250 triệu - giá bán 98 tỷ",98 tỷ,253 m²,"Đường Lê Quý Đôn, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/mt-le-quy-don-p-6-quan-3-11mx23m-3-tang-hd-thue-250-trieu-gia-ban-98-ty-14153017.html,alonhadat,7,98000000000,253,2026-06-07,,14153017,,
"Mặt tiền ngay Nguyễn Đình Chiểu, Quận 3, DT 6x21m, KVXD hầm, 7L, chỉ 55.8 tỷ","55,8 tỷ",120 m²,"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Đất,ban,https://alonhadat.com.vn/mat-tien-ngay-nguyen-dinh-chieu-quan-3-dt-6x21m-kvxd-ham-7l-chi-55-8-ty-9144103.html,alonhadat,3,55800000000,120,2026-06-07,,9144103,,
"Bán Building Mini 7 Tầng HXH 10m CMT8, Quận 3, 5.5x22m, HĐT 90 triệu, Chỉ 31 Tỷ",31 tỷ,120 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 11,Đất,ban,https://alonhadat.com.vn/ban-building-mini-7-tang-hxh-10m-cmt8-quan-3-5-5x22m-hdt-90-trieu-chi-31-ty-18757340.html,alonhadat,6,31000000000,120,2026-06-07,,18757340,,
"🌟Tài Nhà Đất🌟Lê Văn Sỹ Giáp Q3 -45m -3Tầng -4pn chỉ 9,2tỷ","9,2 tỷ",45 m²,"Đường Lê Văn Sỹ, Phường Phú Nhuận, Hồ Chí Minh",Quận 3,Phường Phú Nhuận,Đất,ban,https://alonhadat.com.vn/-tai-nha-dat-le-van-sy-giap-q3-45m-3tang-4pn-chi-9-2ty-18756279.html,alonhadat,4,9200000000,45,2026-06-07,,18756279,,
🏡NHÀ TRUNG TÂM QUẬN 3 – LÝ CHÍNH THẮNG – 40M² ĐẤT – 3 TẦNG – NHỈNH 8 ĐỒNG.,8 tỷ,40 m²,"Đường Lý Chính Thắng, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Đất,ban,https://alonhadat.com.vn/-nha-trung-tam-quan-3-ly-chinh-thang-40m-dat-3-tang-nhinh-8-dong--18758559.html,alonhadat,4,8000000000,40,2026-06-07,,18758559,,
"Nhà mới xây Võ Văn Tần, QUẬN 3, full nội thất, 4 tầng, giá 4.95 tỷ","4,95 tỷ",27 m²,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường Bàn Cờ,Đất,ban,https://alonhadat.com.vn/nha-moi-xay-vo-van-tan-quan-3-full-noi-that-4-tang-gia-4-95-ty-18758465.html,alonhadat,3,4950000000,27,2026-06-07,,18758465,,
"Hẻm vip Phạm Ngọc Thạch, P. 6, Q. 3 - 11.5X18m - 4 lầu - HĐT 195 tr/th - 66 tỷ",66 tỷ,207 m²,"Đường Phạm Ngọc Thạch, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/hem-vip-pham-ngoc-thach-p-6-q-3-11-5x18m-4-lau-hdt-195-tr-th-66-ty-18753965.html,alonhadat,27,66000000000,207,2026-06-07,,18753965,,
SIÊU KIỆT TÁC DI SẢN QUẬN 3! DINH THỰ CĂN GÓC 2 MẶT TIỀN TRƯƠNG ĐỊNH - KHU VIP TÚ XƯƠNG -,500 tỷ,816 m²,"Đường Trương Định, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/sieu-kiet-tac-di-san-quan-3-dinh-thu-can-goc-2-mat-tien-truong-dinh-khu-vip-tu-xuong--18734393.html,alonhadat,9,500000000000,816,2026-06-07,,18734393,,
"Bán nhà 2/38A Cao Thắng, P.5, Q.3",45 tỷ,132 m²,"Đường Cao Thắng, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 5,Đất,ban,https://alonhadat.com.vn/ban-nha-2-38a-cao-thang-p-5-q-3-18757336.html,alonhadat,5,45000000000,132,2026-06-07,,18757336,,
"Bán building văn phòng Q.3, DT 430m², ngang 13,5m, hầm 7 tầng, HĐ thuê 12.000 USD/tháng",170 tỷ,430 m²,"Đường Võ Thị Sáu, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Đất,ban,https://alonhadat.com.vn/ban-building-van-phong-q-3-dt-430m-ngang-13-5m-ham-7-tang-hd-thue-12-000-usd-thang-18757259.html,alonhadat,20,170000000000,430,2026-06-07,,18757259,,
"Bán Building MT đường Khánh Hội, P3, Q4 - DT: 5mx18m - 5 lầu, HĐT: 110tr - giá: 28 tỷ",28 tỷ,90 m²,"Đường Khánh Hội, Phường Vĩnh Hội, Hồ Chí Minh",Quận 4,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/ban-building-mt-duong-khanh-hoi-p3-q4-dt-5mx18m-5-lau-hdt-110tr-gia-28-ty-14152909.html,alonhadat,7,28000000000,90,2026-06-07,,14152909,,
NHÀ MẶT TIỀN ĐOÀN NHƯ HÀI QUẬN 4-DT 4X25M-KẾT CẤU 8 TẦNG-GIÁ CHỈ 43 TỶ,43 tỷ,100 m²,"Đường Đoàn Như Hài, Phường Xóm Chiếu, Hồ Chí Minh",Quận 4,Phường 12,Nhà ở,ban,https://alonhadat.com.vn/nha-mat-tien-doan-nhu-hai-quan-4-dt-4x25m-ket-cau-8-tang-gia-chi-43-ty-18757140.html,alonhadat,10,43000000000,100,2026-06-07,,18757140,,
BIỆT THỰ MINI FULL NỘI THẤT -AN BÌNH- P.5- Q.5- 5 TẦNG THANG MÁY 83m2 GARA OTO- 18.9 TỶ,"18,9 tỷ",83 m²,"Đường An Bình, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 5,Biệt thự,ban,https://alonhadat.com.vn/sieu-pham-5-tang-thang-may-83m2-gara-oto-biet-thu-mini-full-noi-that-an-binh-p-5-q-5-18018816.html,alonhadat,4,18900000000,83,2026-06-07,,18018816,,
"Bán tòa nhà CHDV Nguyễn Trãi, Quận 5, DT 7x20m, Hầm+8 tầng, HĐT 150tr, giá 40 tỷ",40 tỷ,107 m²,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 3,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-toa-nha-chdv-nguyen-trai-quan-5-dt-7x20m-ham-8-tang-hdt-150tr-gia-40-ty-18758103.html,alonhadat,35,40000000000,107,2026-06-07,,18758103,,
"Bán nhà mặt tiền Nguyễn Trãi hơn 600m2, khuôn viên lớn duy nhất.",240 tỷ,650 m²,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-nguyen-trai-hon-600m2-khuon-vien-lon-duy-nhat--18696253.html,alonhadat,4,240000000000,650,2026-06-07,,18696253,,
Góc 2 mặt tiền Trần Hưng Đạo – Bùi Hữu Nghĩa Quận 5 HĐ thuê 170tr/th – 79 tỷ,79 tỷ,95 m²,"Đường Trần Hưng Đạo, Phường An Đông, Hồ Chí Minh",Quận 5,Phường An Đông,Nhà ở,ban,https://alonhadat.com.vn/goc-2-mat-tien-tran-hung-dao-bui-huu-nghia-quan-5-hd-thue-170tr-th-79-ty-18411499.html,alonhadat,15,79000000000,95,2026-06-07,,18411499,,
"Nhà gần Quận 5 – Sát KDC Trung Sơn, Him Lam, giá tốt","9,99 tỷ",74 m²,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Quận 5,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/nha-gan-quan-5-sat-kdc-trung-son-him-lam-gia-tot-17898568.html,alonhadat,5,9990000000,74,2026-06-07,,17898568,,
"Bán nhà MT An Dương Vương, P.4, Q.5 - DT: 5.8mx15m - 4 lầu, HĐT: 135 triệu - Giá 46 Tỷ",46 tỷ,85 m²,"Đường An Dương Vương, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 4,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mt-an-duong-vuong-p-4-q-5-dt-5-8mx15m-4-lau-hdt-135-trieu-gia-46-ty-14029393.html,alonhadat,5,46000000000,85,2026-06-07,,14029393,,
"Đinh Cư Nước Ngoài Bán Nhà Ngay Huỳnh Mẫn Đạt, Q5 - Giá Chốt 4Tỷ650/60m2","4,65 tỷ",60 m²,"Đường Huỳnh Mẫn Đạt, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/dinh-cu-nuoc-ngoai-ban-nha-ngay-huynh-man-dat-q5-gia-chot-4ty650-60m2-18756855.html,alonhadat,4,4650000000,60,2026-06-07,,18756855,,
"Mặt tiền Nguyễn Trãi, Q.5, 7.4x25m, 4 tầng, giá 80 tỷ",80 tỷ,187 m²,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/mat-tien-nguyen-trai-q-5-7-4x25m-4-tang-gia-80-ty-16342710.html,alonhadat,5,80000000000,187,2026-06-07,,16342710,,
Mặt tiền Trần Hưng Đạo Q5 ( 4 * 17 ) 4 Tầng 30 Tỷ,30 tỷ,68 m²,"Đường Trần Hưng Đạo, Phường An Đông, Hồ Chí Minh",Quận 5,Phường An Đông,Nhà ở,ban,https://alonhadat.com.vn/mat-tien-tran-hung-dao-q5-4-17-4-tang-30-ty-18757569.html,alonhadat,6,30000000000,68,2026-06-07,,18757569,,
"Siêu Phẩm Mặt Tiền Nguyễn Trãi P3 Quận 5, DT:5x21m, 5 Tầng, HĐT:120tr, Giá:32Tỷ",32 tỷ,105 m²,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/sieu-pham-mat-tien-nguyen-trai-p3-quan-5-dt-5x21m-5-tang-hdt-120tr-gia-56ty-15410302.html,alonhadat,8,32000000000,105,2026-06-07,,15410302,,
"Bán nhà mặt tiền Trần Hưng Đạo, Q 5 - 4,5x18m - 6 tầng - HĐT: 80tr/th - Giá 30 tỷ",30 tỷ,80 m²,"Đường Trần Hưng Đạo, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 6,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-tran-hung-dao-q-5-4-5x18m-6-tang-hdt-80tr-th-gia-30-ty-18757591.html,alonhadat,6,30000000000,80,2026-06-07,,18757591,,
"🏢 Bán tòa nhà mặt tiền Nguyễn Trãi, P.2, Q.5, 108m² (7,3x16m), hầm 7 tầng",88 tỷ,108 m²,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 2,Nhà ở,ban,https://alonhadat.com.vn/-ban-toa-nha-mat-tien-nguyen-trai-p-2-q-5-108m-7-3x16m-ham-7-tang-18757559.html,alonhadat,12,88000000000,108,2026-06-07,,18757559,,
💥Bán nhà MT Nguyễn Chí Thanh- 142m2 -48 TỶ TL,48 tỷ,142 m²,"Đường Nguyễn Chí Thanh, Phường Chợ Lớn, Hồ Chí Minh",Quận 5,Phường 12,Nhà ở,ban,https://alonhadat.com.vn/-mt-225-nguyen-chi-thanh-142m2-48-ty-tl-18709566.html,alonhadat,2,48000000000,142,2026-06-07,,18709566,,
"Hạ 25 tỷ Bán Gấp Nhà 6 Tầng mặt tiền đường AN DƯƠNG VƯƠNG, Q.5, 8x25m, Chỉ 89 Tỷ",89 tỷ,192 m²,"Đường An Dương Vương, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 8,Nhà ở,ban,https://alonhadat.com.vn/ha-18-ty-ban-nha-6-tang-mat-tien-thuong-mai-an-duong-vuong-q-5-8x24m-chi-97-ty-18096167.html,alonhadat,10,89000000000,192,2026-06-07,,18096167,,
"MT TRẦN PHÚ, CÁCH NGÃ 6 CỘNG HÒA 200m, DT 4X21.5, 3 TẦNG, GIÁ 17 TỶ",17 tỷ,85 m²,"Đường Trần Phú, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 4,Đất,ban,https://alonhadat.com.vn/mt-tran-phu-cach-nga-6-cong-hoa-200m-dt-4x21-5-3-tang-gia-18-ty-17971106.html,alonhadat,3,17000000000,85,2026-06-07,,17971106,,
"Bán MT Trần Hưng Đạo Q5 (2 chiều). Ngang 4m x 17m, CN 67m2, 4 tầng, vuông vức, giá đầu tư",29 tỷ,67 m²,"Đường Trần Hưng Đạo, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 6,Đất,ban,https://alonhadat.com.vn/ban-nha-mt-tran-hung-dao-q5-ngang-4m-x-17m-cn-67m2-4-tang-vuong-vuc-gia-dau-tu-18748912.html,alonhadat,6,29000000000,67,2026-06-07,,18748912,,
Góc 2 MT Nguyễn Trãi Quận 5 – Ngang 8.2m – GPXD Hầm 7 Tầng – Giá Chỉ 68 Tỷ,68 tỷ,150 m²,"Đường Nguyễn Trãi, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 7,Đất,ban,https://alonhadat.com.vn/goc-2-mt-nguyen-trai-quan-5-ngang-8-2m-gpxd-ham-7-tang-gia-chi-68-ty-18757723.html,alonhadat,10,68000000000,150,2026-06-07,,18757723,,
"Bán nhà mặt tiền Quận 5 - Đối diện Đồng Khánh - sát TT Tiệc Cưới Queen Plaza 4x18 chỉ 29,5","29,5 tỷ",66 m²,"Đường Trần Hưng Đạo, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 7,Đất,ban,https://alonhadat.com.vn/ban-nha-mat-tien-quan-5-doi-dien-dong-khanh-sat-tt-tiec-cuoi-queen-plaza-4x18-chi-29-5-18746548.html,alonhadat,5,29500000000,66,2026-06-07,,18746548,,
"Cần bán gấp nhà mặt tiền Trần Hưng Đạo, P. 1, Q. 5 (8,3x22m) nhà 2 lầu giá 79 tỷ TL",79 tỷ,183 m²,"Đường Trần Hưng Đạo, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 1,Đất,ban,https://alonhadat.com.vn/can-ban-gap-nha-mat-tien-tran-hung-dao-p-1-q-5-8-3x22m-nha-2-lau-gia-79-ty-tl-9844951.html,alonhadat,5,79000000000,183,2026-06-07,,9844951,,
"Bán căn góc 2 mặt tiền hẻm xe hơi đường Nguyễn Trãi,P7,quận 5.Ngang 5,3x14m. Hẻm 6,5m2","13,9 tỷ",45 m²,"Đường Nguyễn Trãi, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 7,Đất,ban,https://alonhadat.com.vn/ban-can-goc-2-mat-tien-hem-xe-hoi-duong-nguyen-trai-p7-quan-5-ngang-5-3x14m-hem-6-5m2-18756498.html,alonhadat,4,13900000000,45,2026-06-07,,18756498,,
138 tỷ! Bán mặt tiền 235-239 Lê Hồng Phong Quận 5 - 310m2 - XD Hầm 9 Tầng,138 tỷ,310 m²,"Đường Lê Hồng Phong, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 4,Đất,ban,https://alonhadat.com.vn/138-ty-ban-mat-tien-235-239-le-hong-phong-quan-5-310m2-xd-ham-9-tang-18423997.html,alonhadat,5,138000000000,310,2026-06-07,,18423997,,
"Giảm sốc 1 tỷ Hẻm An Dương Vương, Q5 . 5 lầu . Giá 13 ttr 950 tr .","13,95 tỷ",42 m²,"Đường An Dương Vương, Phường Chợ Quán, Hồ Chí Minh",Quận 5,Phường 4,Đất,ban,https://alonhadat.com.vn/giam-soc-1-ty-hem-an-duong-vuong-q5-5-lau-gia-13-ttr-950-tr--18757249.html,alonhadat,6,13950000000,42,2026-06-07,,18757249,,
"Bán Hotel MT Nguyễn Chí Thanh, P.12, DT: 4.2 x 27m, 6 lầu, HĐ thuê 120tr/th",38 tỷ,110 m²,"Đường Nguyễn Chí Thanh, Phường Chợ Lớn, Hồ Chí Minh",Quận 5,Phường 12,Đất,ban,https://alonhadat.com.vn/ban-hotel-mt-nguyen-chi-thanh-p-12-dt-4-2-x-27m-6-lau-hd-thue-120tr-th-18755777.html,alonhadat,15,38000000000,110,2026-06-07,,18755777,,
"- - Bán góc 2 mặt tiền Nguyễn Trãi , Q5- 5.5m x 13m- 3 lầu đúc.Chỉ 13.5 tỷ thương lượng.","13,5 tỷ",43 m²,"Đường Nguyễn Trãi, Phường An Đông, Hồ Chí Minh",Quận 5,Phường 7,Đất,ban,https://alonhadat.com.vn/-ban-goc-2-mat-tien-nguyen-trai-q5-5-5m-x-13m-3-lau-duc-chi-13-5-ty-thuong-luong--18755819.html,alonhadat,5,13500000000,43,2026-06-07,,18755819,,
"🏡 Bán biệt thự Tân Cổ Điển Trần Văn Kiểu, Quận 6",300 tỷ,1200 m²,"Đường Trần Văn Kiểu, Phường Bình Phú, Hồ Chí Minh",Quận 6,Phường 10,Biệt thự,ban,https://alonhadat.com.vn/-ban-biet-thu-tan-co-dien-tran-van-kieu-quan-6-18757489.html,alonhadat,11,300000000000,1200,2026-06-07,,18757489,,
Hẻm 10m Hậu Giang ( 10 * 13 ) Dưới 12.5 Tỷ,"12,5 tỷ",130 m²,"Đường Hậu Giang, Phường Bình Phú, Hồ Chí Minh",Quận 6,Phường Bình Phú,Căn hộ chung cư,ban,https://alonhadat.com.vn/hem-10m-hau-giang-10-13-duoi-12-5-ty-18757358.html,alonhadat,2,12500000000,130,2026-06-07,,18757358,,
"🏢 Bán/Cho thuê tòa nhà mặt tiền Võ Văn Kiệt, P.1, Q.6",130 tỷ,336 m²,"Đường Võ Văn Kiệt, Phường Bình Tiên, Hồ Chí Minh",Quận 6,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/-ban-cho-thue-toa-nha-mat-tien-vo-van-kiet-p-1-q-6-18757633.html,alonhadat,30,130000000000,336,2026-06-07,,18757633,,
Hai Mặt Tiền Hậu Giang ( 5.7 * 33 ) 5 Lầu Thang máy 58 Tỷ,58 tỷ,180 m²,"Đường Minh Phụng, Phường Bình Tây, Hồ Chí Minh",Quận 6,Phường Bình Tây,Nhà ở,ban,https://alonhadat.com.vn/hai-mat-tien-hau-giang-5-7-33-5-lau-thang-may-58-ty-18757687.html,alonhadat,12,58000000000,180,2026-06-07,,18757687,,
"CHDV 40 PHÒNG THU NHẬP 120TR/THÁNG Bình Tây, P Bình Tiên Quận 6, 259m2",29 tỷ,259 m²,"Đường Bình Tây, Phường Bình Tiên, Hồ Chí Minh",Quận 6,Phường Bình Tiên,Nhà ở,ban,https://alonhadat.com.vn/chdv-40-phong-thu-nhap-120tr-thang-binh-tay-p-binh-tien-quan-6-259m2-18729030.html,alonhadat,40,29000000000,259,2026-06-07,,18729030,,
"CHDV 20 PHÒNG, THU NHẬP 12OTR/THÁNG Hậu Giang, Bình Phú Quận 6, 125m2","27,8 tỷ",125 m²,"Đường Hậu Giang, Phường Bình Phú, Hồ Chí Minh",Quận 6,Phường Bình Phú,Nhà ở,ban,https://alonhadat.com.vn/chdv-20-phong-thu-nhap-12otr-thang-hau-giang-binh-phu-quan-6-125m2-18729100.html,alonhadat,20,27800000000,125,2026-06-07,,18729100,,
"Góc 2MT Khánh Hội và Đường 41 , Q6. DT: 5m6x14 , trệt 3 lầu , giá bán 33 tỷ TL",33 tỷ,50 m²,"Đường Khánh Hội, Phường Khánh Hội, Hồ Chí Minh",Quận 6,Phường 6,Nhà ở,ban,https://alonhadat.com.vn/goc-2mt-khanh-hoi-va-duong-41-q6-dt-5m6x14-tret-3-lau-gia-ban-33-ty-tl-17824509.html,alonhadat,6,33000000000,50,2026-06-07,,17824509,,
Bán Nhà MT kdc Bình Phú sát Metro Quận 6,"10,2 tỷ",60 m²,"Đường số 26A, Phường Bình Phú, Hồ Chí Minh",Quận 6,Phường 10,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mt-kdc-binh-phu-sat-metro-quan-6-16178486.html,alonhadat,5,10200000000,60,2026-06-07,,16178486,,
